response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_this_year,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_this_year,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,feel_better_remote,more_active_remote,feel_better_in_person,policy_sentiment,year
658,1972,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,Between 1 and 4,No,Couple with dependent children,More than 5 years,Metro,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Less than 10% of my time,Less than 10% of my time,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,My productivity is about same when I work remotely,1.0,7.0,1.0,7.0,0.5,7.5,1.0,7.0,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Positive,2021
659,1978,Male,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Less than 10% of my time,Less than 10% of my time,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,I’m 20% more productive when working remotely,2.0,7.0,3.0,4.0,1.0,6.0,5.0,4.0,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Positive,2021
660,1975,Male,Health Care and Social Assistance,Clerical and administrative workers - Other Clerical and Administrative Workers,Between 5 and 19,No,Couple with dependent children,More than 5 years,Metro,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,20%,30%,Somewhat likely,Somewhat unlikely,Somewhat unlikely,I’m 30% more productive when working remotely,1.0,8.0,2.0,6.0,2.0,7.0,6.0,1.0,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither positive nor negative,2021
661,1957,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",Between 5 and 19,No,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,I’m 30% more productive when working remotely,0.0,10.0,1.5,5.5,0.0,10.0,1.5,5.5,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither positive nor negative,2021
662,1973,Male,"Transport, Postal and Warehousing",Technicians and trades workers - Automotive and Engineering Trades Workers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,40%,40%,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,40%,30%,Somewhat likely,Very likely,Very likely,I’m 40% more productive when working remotely,5.0,6.0,2.0,2.0,6.0,7.0,1.0,2.0,Strongly agree,Somewhat agree,Strongly agree,Somewhat Positive,2021
663,1968,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,No,Couple with no dependent children,More than 5 years,Regional,Less than 10% of my time,Less than 10% of my time,Rarely or never,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,I would not have preferred to work remotely,20%,Somewhat unlikely,Somewhat unlikely,Very likely,My productivity is about same when I work remotely,2.0,8.0,1.0,7.0,0.5,8.0,2.0,7.5,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Positive,2021
664,1961,Female,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,No,Other one family household,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 20% more productive when working remotely,3.0,8.0,2.0,4.0,0.0,8.0,3.0,6.0,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly Positive,2021
665,1961,Male,Wholesale Trade,Managers - Specialist Managers,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,Rarely or never,I would not have preferred to work remotely,Rarely or never,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,I would not have preferred to work remotely,I would prefer not to work remotely,Very unlikely,Very unlikely,Very unlikely,My productivity is about same when I work remotely,1.0,9.0,0.0,6.0,0.0,10.0,0.0,6.0,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat Positive,2021
666,1958,Male,Other Services,Professionals - Health Professionals,More than 200,No,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,30%,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,20%,I would prefer not to work remotely,Neither unlikely or likely,Somewhat likely,Very likely,My productivity is about same when I work remotely,1.0,10.0,1.0,4.0,0.0,10.0,2.0,4.0,Somewhat agree,Strongly agree,Somewhat agree,Strongly Positive,2021
667,2000,Female,Health Care and Social Assistance,Clerical and administrative workers - Other Clerical and Administrative Workers,Between 1 and 4,Yes,One parent family with dependent children,Between 1 and 5 years,Regional,70%,70%,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,50% - About half of my time,Somewhat likely,Somewhat likely,Somewhat likely,I’m 40% more productive when working remotely,2.0,8.0,5.0,2.0,0.5,8.0,4.5,4.0,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,2021
668,1992,Male,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,100% - All of my time,100% - All of my time,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,I’m 30% more productive when working remotely,3.0,8.0,2.0,4.0,1.0,10.0,3.0,2.0,Strongly agree,Strongly agree,Somewhat agree,Somewhat Positive,2021
669,1990,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Other one family household,More than 5 years,Metro,100% - I spent all of my time remote working,50% - About half of my time,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,20%,Somewhat likely,Very likely,Somewhat likely,I’m 20% more productive when working remotely,3.5,9.5,1.5,2.5,0.5,9.5,1.5,6.0,Somewhat agree,Strongly agree,Strongly agree,Strongly Positive,2021
670,1974,Male,"Agriculture, Forestry and Fishing",Managers - Farmers and Farm Managers,More than 200,Yes,One parent family with dependent children,Between 6 and 12 months,Metro,20%,60%,70%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,20%,10%,Somewhat likely,Somewhat likely,Neither unlikely or likely,I’m 30% less productive when working remotely,3.0,8.0,3.0,2.0,3.0,6.0,3.0,2.0,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither positive nor negative,2021
671,1968,Male,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,90%,20%,90%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,20%,20%,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,I’m 10% more productive when working remotely,2.5,10.5,,3.0,0.5,11.0,0.5,4.0,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat Positive,2021
672,1983,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",Between 20 and 199,No,Single person,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,60%,20%,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,I’m 50% more productive when working remotely (or more),2.0,9.0,3.0,3.0,0.0,10.0,3.0,3.0,Somewhat agree,Strongly agree,Somewhat agree,Somewhat Positive,2021
673,1984,Male,Other Services,"Managers - Hospitality, Retail and Service Managers",Between 20 and 199,Yes,Single person,Between 1 and 5 years,Metro,Less than 10% of my time,100% - All of my time,30%,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,100% - All of my time,100% - All of my time,Very unlikely,Very unlikely,Very unlikely,I’m 20% more productive when working remotely,1.0,8.0,3.0,6.0,0.5,9.0,2.5,6.0,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat Negative,2021
674,1961,Male,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,90%,90%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,90%,90%,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,My productivity is about same when I work remotely,2.0,8.0,2.0,4.0,0.0,9.0,2.0,5.0,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Positive,2021
675,1958,Male,Education and Training,Professionals - Education Professionals,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,90%,100% - I spent all of my time remote working,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,80%,90%,Somewhat likely,Neither unlikely or likely,Somewhat likely,I’m 30% more productive when working remotely,2.0,8.0,8.0,1.0,0.0,10.0,8.0,1.0,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat Positive,2021
676,1971,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro,10%,10%,10%,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,10%,10%,Somewhat unlikely,Somewhat unlikely,Neither unlikely or likely,I’m 50% less productive when working remotely (or worse),1.0,8.0,0.0,7.0,0.0,4.0,4.0,8.0,Strongly disagree,Strongly disagree,Strongly agree,Strongly Positive,2021
677,1969,Male,Other Services,Professionals - Arts and Media Professionals,Between 1 and 4,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,90%,80%,90%,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,80%,80%,Somewhat unlikely,Very unlikely,Somewhat unlikely,I’m 40% more productive when working remotely,4.0,4.0,3.0,5.0,1.0,7.0,2.0,6.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,2021
678,1986,Male,Wholesale Trade,Sales workers - Sales Representatives and Agents,Between 20 and 199,No,Single person,Between 1 and 5 years,Metro,Rarely or never,10%,Less than 10% of my time,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Less than 10% of my time,Less than 10% of my time,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,My productivity is about same when I work remotely,1.0,8.0,2.0,5.0,0.0,10.0,2.0,4.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly Positive,2021
679,1986,Female,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with dependent children,Between 1 and 5 years,Metro,70%,50% - About half of my time,60%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,50% - About half of my time,40%,Somewhat likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,2.0,8.0,1.0,3.0,0.0,8.0,2.0,4.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly Positive,2021
680,1964,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,More than 200,No,Multiple family household,Between 1 and 5 years,Regional,Rarely or never,10%,Rarely or never,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,10%,Less than 10% of my time,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,My productivity is about same when I work remotely,,8.0,,8.0,,8.0,,8.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,2021
681,1979,Female,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,One parent family with dependent children,Between 1 and 5 years,Metro,30%,Less than 10% of my time,30%,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,20%,Less than 10% of my time,Somewhat likely,Neither unlikely or likely,Neither unlikely or likely,I’m 20% less productive when working remotely,6.0,8.0,2.0,2.0,6.0,9.0,1.0,2.0,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat Positive,2021
682,1992,Female,Financial and Insurance,Managers - Specialist Managers,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,90%,50% - About half of my time,90%,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,50% - About half of my time,50% - About half of my time,Somewhat unlikely,Somewhat unlikely,Neither unlikely or likely,I’m 20% less productive when working remotely,3.0,8.0,2.0,3.0,0.5,9.0,2.0,4.5,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat Positive,2021
683,1990,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,60%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,60%,40%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,My productivity is about same when I work remotely,2.0,8.0,0.0,6.0,0.5,8.0,0.0,7.0,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat Positive,2021
