response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_last_3months,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_last_3months,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,year
758,1971,Female,Public Administration and Safety,Clerical and administrative ,More than 200,No,Other one family household,More than 5 years,Metro,Rarely or never ,I would not have preferred to work remotely ,100% - I spent all of my time remote working,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,100% - All of my time,60%,Somewhat agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),1.0,8.0,3.0,2.0,0.0,8.0,5.0,2.0,2020
759,1966,Male,Other Services,Managers,More than 200,Yes,Single person,More than 5 years,Metro,10%,10%,20%,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,20%,20%,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1.0,7.0,2.0,2.0,1.0,7.0,1.0,1.0,2020
760,1971,Female,Arts and Recreation Services,Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,80%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,100% - All of my time,90%,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),3.0,8.0,3.0,5.0,1.0,10.0,6.0,6.0,2020
761,1977,Female,Administrative and Support Services,Clerical and administrative ,More than 200,No,Single person,Between 1 and 5 years,Metro,Rarely or never ,100% - All of my time,90%,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat agree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2.5,8.0,4.5,1.0,0.0,9.0,6.0,1.0,2020
762,1974,Male,"Professional, Scientific and Technical Services",Professionals,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,Rarely or never ,50% - About half of my time,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,80%,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1.5,9.0,3.0,1.0,0.5,9.0,4.0,1.0,2020
763,1977,Female,Education and Training,Managers,More than 200,Yes,Multiple family household,More than 5 years,Regional,Rarely or never ,20%,90%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,90%,30%,Somewhat agree,Somewhat agree,Strongly agree,My productivity is about same when I work remotely,1.0,8.0,2.0,3.0,0.5,8.0,2.0,3.0,2020
764,1956,Male,Education and Training,Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,70%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,70%,50% - About half of my time,Strongly agree,Strongly agree,Somewhat agree,I’m 10% less productive when working remotely,1.0,10.0,2.0,1.0,0.0,12.0,2.0,2.0,2020
765,1964,Female,Health Care and Social Assistance,Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,Less than 10% of my time,30%,Less than 10% of my time,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30%,30%,Strongly disagree,Strongly disagree,Strongly disagree,My productivity is about same when I work remotely,1.0,8.0,4.0,2.0,0.0,8.0,4.0,3.0,2020
766,1958,Female,Education and Training,Professionals,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro,20%,60%,30%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,70%,Somewhat disagree,Somewhat disagree,Somewhat disagree,My productivity is about same when I work remotely,4.0,7.0,5.0,2.0,0.0,7.0,9.0,2.0,2020
767,1966,Male,Financial and Insurance Services,Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,20%,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,100% - All of my time,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,3.0,7.0,3.0,5.0,1.0,8.0,5.0,4.0,2020
768,1959,Male,Financial and Insurance Services,Managers,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro,30%,20%,50% - I spent about half of my time remote working,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,20%,20%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,My productivity is about same when I work remotely,1.0,7.0,3.0,13.0,0.5,7.0,3.0,10.5,2020
769,1959,Male,"Professional, Scientific and Technical Services",Professionals,Between 5 and 19,No,Couple with dependent children,More than 5 years,Metro,30%,100% - All of my time,20%,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,100% - All of my time,100% - All of my time,Strongly disagree,Neither agree nor disagree,Strongly disagree,I’m 30% more productive when working remotely,2.0,7.5,3.0,1.0,0.0,8.0,4.0,1.0,2020
770,1961,Male,Wholesale Trade,Managers,I am the only employee,No,Single person,More than 5 years,Metro,50% - I spent about half of my time remote working,70%,70%,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,70%,70%,Strongly agree,Neither agree nor disagree,Strongly agree,My productivity is about same when I work remotely,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2020
771,1978,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,90%,90%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,90%,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1.5,7.5,3.5,2.0,0.5,9.0,3.0,2.5,2020
772,1989,Male,Retail Trade,Professionals,More than 200,No,Other one family household,Between 1 and 5 years,Metro,Rarely or never ,20%,80%,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,90%,80%,Somewhat disagree,Somewhat agree,Neither agree nor disagree,I’m 20% more productive when working remotely,2.5,7.5,5.0,0.5,0.5,8.5,7.0,0.5,2020
773,1984,Male,"Professional, Scientific and Technical Services",Professionals,More than 200,Yes,Single person,More than 5 years,Metro,20%,30%,50% - I spent about half of my time remote working,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,20%,20%,Somewhat agree,Somewhat agree,Strongly agree,I’m 20% less productive when working remotely,0.5,8.0,5.0,3.0,0.2,8.0,5.0,3.0,2020
774,1988,Female,"Professional, Scientific and Technical Services",Professionals,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Metro,40%,10%,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,80%,10%,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,I’m 40% less productive when working remotely,2.0,7.0,2.0,3.0,1.0,8.0,4.0,3.0,2020
775,1989,Female,Wholesale Trade,Clerical and administrative ,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,90%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,100% - All of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,1.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,2020
776,1986,Male,"Electricity, Gas, Water and Waste Services",Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,Rarely or never ,50% - About half of my time,30%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,1.5,8.0,4.5,2.0,0.0,8.0,5.0,3.0,2020
777,1968,Male,Accommodation and Food Services,Managers,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,60%,60%,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I’m 30% more productive when working remotely,2.0,9.0,3.0,2.0,0.0,10.0,2.0,3.0,2020
778,1987,Male,Financial and Insurance Services,Professionals,More than 200,No,Single person,Between 6 and 12 months,Metro,20%,20%,100% - I spent all of my time remote working,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,100% - All of my time,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,1.5,8.0,4.0,0.0,1.0,8.0,4.5,0.0,2020
779,1981,Female,Other Services,Clerical and administrative ,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020
780,1966,Male,Administrative and Support Services,Managers,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Regional,Rarely or never ,10%,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,30%,10%,Strongly disagree,Strongly disagree,Somewhat disagree,I’m 10% less productive when working remotely,2.0,7.0,4.0,2.0,1.0,7.0,3.0,5.0,2020
781,1971,Male,Manufacturing,Sales ,More than 200,No,Couple with no dependent children,More than 5 years,Metro,Less than 10% of my time,Less than 10% of my time,60%,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,I would not have preferred to work remotely ,I would prefer not to work remotely ,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I’m 20% less productive when working remotely,1.0,9.0,5.0,0.0,0.5,9.0,5.0,0.0,2020
782,1978,Female,Financial and Insurance Services,Professionals,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Metro,20%,50% - About half of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,50% - About half of my time,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,I’m 30% less productive when working remotely,1.5,8.0,3.0,2.0,0.0,8.0,4.0,2.0,2020
783,1983,Female,Administrative and Support Services,Clerical and administrative ,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,Rarely or never ,100% - All of my time,80%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Strongly disagree,Neither agree nor disagree,Strongly disagree,I’m 40% more productive when working remotely,1.5,7.75,5.0,1.5,0.5,7.75,6.0,2.0,2020
784,1957,Male,Health Care and Social Assistance,Managers,More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Regional,10%,20%,20%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,20%,20%,Strongly disagree,Somewhat disagree,Somewhat disagree,I’m 20% more productive when working remotely,1.5,7.0,0.5,0.5,0.5,8.0,0.5,0.5,2020
785,1986,Male,Wholesale Trade,Sales ,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,30%,100% - All of my time,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,3.0,8.0,2.0,2.0,0.5,6.0,4.0,3.0,2020
786,1984,Female,Health Care and Social Assistance,Professionals,More than 200,Yes,Single person,More than 5 years,Metro,10%,20%,50% - I spent about half of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,70%,40%,Somewhat agree,Somewhat agree,Strongly agree,I’m 30% more productive when working remotely,1.5,9.0,3.0,1.0,0.0,10.0,3.0,1.0,2020
787,1975,Male,"Professional, Scientific and Technical Services",Professionals,Between 1 and 4,No,Single person,More than 5 years,Metro,70%,90%,80%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,80%,20%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 10% less productive when working remotely,5.0,1.0,2.0,4.0,4.0,10.0,5.0,2.0,2020
788,1961,Female,"Professional, Scientific and Technical Services",Professionals,More than 200,No,Single person,More than 5 years,Metro,60%,60%,60%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,60%,60%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,My productivity is about same when I work remotely,1.0,7.5,3.0,2.0,0.5,7.0,4.0,2.0,2020
789,1962,Female,Accommodation and Food Services,Managers,More than 200,Yes,Single person,More than 5 years,Metro,10%,40%,80%,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,40%,60%,Somewhat disagree,Somewhat disagree,Somewhat agree,I’m 30% more productive when working remotely,3.0,8.0,6.0,4.0,0.0,8.0,6.0,10.0,2020
790,1965,Male,Other Services,Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,70%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1.5,7.0,0.0,0.0,0.5,8.0,0.0,0.0,2020
791,1982,Female,Financial and Insurance Services,Sales ,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,Rarely or never ,30%,30%,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,100% - All of my time,30%,Strongly disagree,Strongly disagree,Strongly disagree,I’m 50% more productive when working remotely (or more),3.0,7.0,4.0,1.0,0.5,8.0,5.0,1.0,2020
